1721600,0.55733039,1121
923400,0.60829543,785.8
1117800,0.615136876,217.4
845600,0.588694418,271.8
8422200,0.667212842,627.53
3265200,0.617879456,437.4
1313000,0.666488957,144.4
701800,0.576375036,726.4
611400,0.609911678,1412
680700,0.607022183,1558
1993400,0.617437544,326.4
1299000,0.596997691,827.8
2417800,0.599056994,223
723800,0.565211384,149.8
1349500,0.563319748,552.3
1027800,0.61821366,906.7
817700,0.550201785,492
1332800,0.616521609,767.7
