165,19,37,102,4,179
78,8,17,47,2,119
164,18,45,99,4,148
149,18,35,94,3,159
133,13,36,83,4,226
83,6,17,57,6,297
105,13,27,65,1,107
66,7,17,40,1,88
220,28,52,137,5,199
147,18,37,90,6,170
137,15,39,82,4,142
173,26,41,105,3,146
242,38,52,151,4,184
164,24,33,104,3,140
163,21,34,104,3,143
