Date,ALL,Hokkaido,Aomori,Iwate,Miyagi,Akita,Yamagata,Fukushima,Ibaraki,Tochigi,Gunma,Saitama,Chiba,Tokyo,Kanagawa,Niigata,Toyama,Ishikawa,Fukui,Yamanashi,Nagano,Gifu,Shizuoka,Aichi,Mie,Shiga,Kyoto,Osaka,Hyogo,Nara,Wakayama,Tottori,Shimane,Okayama,Hiroshima,Yamaguchi,Tokushima,Kagawa,Ehime,Kochi,Fukuoka,Saga,Nagasaki,Kumamoto,Oita,Miyazaki,Kagoshima,Okinawa
2022/3/23,513,4,5,1,3,2,1,1,4,1,3,23,17,44,49,1,3,5,3,2,2,3,3,36,7,5,25,110,20,11,3,0,1,5,7,1,0,2,4,2,11,1,2,8,2,0,3,67
2022/3/24,485,4,5,0,3,2,1,1,4,1,4,22,15,41,50,1,2,4,1,2,2,3,1,37,7,3,26,102,16,10,2,0,0,5,6,1,0,2,4,3,11,1,3,8,2,0,3,64
2022/3/25,466,4,4,1,3,2,1,2,4,1,4,25,17,38,49,1,3,4,1,2,0,3,1,30,7,3,22,99,18,10,3,0,0,2,4,1,0,2,4,4,9,1,1,8,1,0,1,66
2022/3/26,447,4,4,0,5,2,2,2,6,1,4,22,16,35,46,1,3,4,1,2,0,3,1,28,7,3,20,96,17,10,3,0,0,2,4,1,0,0,4,3,10,1,1,7,1,0,1,64
2022/3/27,445,4,4,0,6,2,2,2,5,1,4,23,18,36,44,0,3,4,1,2,0,3,1,27,8,4,18,96,18,11,3,0,0,2,5,1,0,0,4,3,8,1,1,7,1,0,1,61
2022/3/28,430,4,4,0,6,2,2,2,5,1,2,21,17,37,42,0,3,4,1,2,0,2,0,26,8,4,18,86,18,12,2,0,0,2,5,1,1,0,3,3,8,1,1,7,1,0,1,65
2022/3/29,421,4,4,0,4,3,2,2,5,1,2,24,15,33,46,0,4,4,1,1,0,1,0,23,7,4,20,84,15,12,2,0,0,2,4,1,1,2,3,2,9,0,2,6,1,0,1,64
2022/3/30,399,3,1,0,5,3,2,3,4,1,2,23,18,32,38,0,4,5,1,1,0,1,0,23,6,4,11,79,13,11,1,0,0,2,2,1,1,2,4,1,10,0,1,6,2,0,1,71
2022/3/31,375,4,1,0,5,3,2,3,4,1,2,22,17,32,32,0,2,4,1,1,0,1,0,19,6,3,9,77,14,10,1,0,0,2,1,1,1,1,4,1,10,0,1,5,1,0,1,70
2022/4/1,362,3,1,0,4,4,2,3,4,1,2,24,15,30,28,0,2,4,0,1,0,1,1,18,6,4,11,73,16,9,0,0,0,1,1,1,1,1,4,1,9,0,1,5,1,0,1,68
2022/4/2,362,3,1,0,4,4,2,3,4,1,2,22,16,32,26,0,2,4,0,1,0,1,1,19,5,2,11,71,16,7,0,0,0,1,2,1,2,0,4,1,9,0,1,5,1,0,0,75
2022/4/3,357,4,1,0,3,4,2,3,4,1,2,20,17,31,26,0,2,3,0,1,0,1,1,16,4,3,13,69,15,7,0,0,0,1,5,1,2,0,4,1,9,0,1,5,1,0,0,74
2022/4/4,361,4,1,0,3,4,2,3,4,1,2,19,17,29,29,0,2,3,0,1,0,0,1,17,4,3,13,67,14,7,0,0,0,1,5,1,2,0,6,1,9,0,1,5,1,0,0,79
2022/4/5,362,5,2,0,4,3,2,2,3,1,1,18,17,30,32,0,1,3,0,1,0,1,1,18,4,3,10,65,14,9,0,0,0,1,3,1,2,0,5,3,10,0,1,5,1,2,0,78
2022/4/6,353,5,1,0,3,2,2,2,3,2,2,19,17,29,32,0,1,3,0,1,0,1,1,16,4,3,8,57,15,7,0,0,0,1,3,0,2,0,5,2,10,0,1,6,1,1,0,85
2022/4/7,344,5,1,1,3,2,2,2,3,3,2,18,15,29,33,0,3,2,1,1,0,1,2,16,2,3,6,54,12,6,0,0,0,1,2,0,2,2,4,2,10,0,0,5,1,1,0,86
2022/4/8,336,7,1,1,3,2,2,2,2,3,1,17,14,30,30,0,4,2,1,1,0,1,1,18,2,2,7,54,11,6,0,0,0,2,4,1,2,2,4,2,10,0,0,6,2,2,0,74
2022/4/9,330,6,1,1,3,2,2,2,3,3,1,20,9,29,24,0,4,1,1,1,0,1,1,20,2,0,8,52,10,8,0,0,0,2,4,1,2,2,4,2,9,0,0,6,2,1,0,80
2022/4/10,320,6,2,1,3,2,2,2,3,3,1,16,9,29,22,0,3,1,1,1,0,0,1,18,1,0,6,52,8,8,0,0,0,2,5,1,2,2,4,2,9,0,0,6,2,1,0,83
2022/4/11,325,7,2,1,3,3,1,3,4,3,0,15,9,28,18,1,3,1,1,1,0,1,2,17,1,0,8,51,10,7,0,0,0,2,5,1,2,2,4,2,10,0,0,5,2,1,0,88
2022/4/12,315,9,1,1,3,3,1,3,3,2,0,14,8,27,18,1,2,1,1,1,0,1,1,16,1,0,7,51,13,7,0,0,0,2,5,1,2,1,4,2,9,0,0,5,2,1,0,85
2022/4/13,310,9,1,1,3,3,1,2,2,2,0,16,7,23,16,1,0,2,1,1,0,0,1,15,0,0,10,45,17,8,0,0,0,2,5,1,2,1,4,3,9,0,0,4,2,1,0,89
2022/4/14,307,7,1,1,4,3,1,0,4,3,0,10,7,21,20,1,0,2,1,0,0,0,0,17,1,0,10,44,17,7,2,0,0,2,6,1,2,1,4,2,10,0,0,5,1,1,1,87
2022/4/15,299,6,1,1,4,3,1,0,2,2,1,13,8,20,21,0,0,2,1,0,0,1,1,18,1,0,10,38,13,7,2,0,0,5,5,1,2,1,4,2,10,0,0,4,1,1,2,84
2022/4/16,296,6,2,0,5,3,1,0,2,1,1,13,8,17,21,0,0,3,1,0,0,1,0,14,1,0,9,37,16,6,2,0,0,5,7,1,1,0,4,2,12,0,0,3,0,1,2,88
2022/4/17,295,6,2,1,6,3,1,0,3,1,1,13,8,17,21,0,0,5,1,0,0,1,0,14,1,0,9,38,16,4,2,0,1,5,7,1,1,0,4,1,12,0,0,4,0,1,2,82
2022/4/18,286,5,1,1,5,2,1,1,4,1,1,13,8,15,20,0,0,5,1,0,0,0,1,15,1,0,8,38,13,4,1,0,1,5,7,1,1,0,4,1,12,0,1,3,0,1,2,82
2022/4/19,283,5,1,1,5,2,1,2,3,1,1,11,8,15,24,0,0,3,1,0,0,0,1,17,1,0,9,36,12,5,1,0,1,5,7,1,1,0,4,1,14,0,2,3,0,0,2,76
2022/4/20,268,7,1,1,4,2,1,2,3,1,1,10,9,15,18,0,0,4,1,0,0,0,1,14,1,0,8,37,11,6,1,0,1,5,3,1,0,0,4,1,15,0,3,2,0,0,2,72
2022/4/21,277,8,1,1,4,2,1,2,3,1,1,12,9,15,24,1,0,5,1,0,0,0,1,14,1,0,11,32,12,5,1,0,1,5,3,1,0,0,4,1,13,0,3,3,0,0,2,73
2022/4/22,262,9,1,1,4,2,1,2,2,1,1,13,6,14,25,1,1,5,1,0,0,0,2,16,0,0,10,30,10,4,1,0,1,3,4,1,0,0,4,1,13,0,3,3,0,0,2,64
2022/4/23,253,6,1,1,4,2,1,2,2,1,1,11,5,14,26,1,0,4,1,0,0,0,2,15,0,0,10,29,11,3,1,0,1,3,4,1,0,0,3,1,13,0,3,4,0,0,2,64
2022/4/24,245,6,1,1,4,2,1,2,2,1,1,8,5,14,26,1,0,5,1,0,0,0,2,14,0,0,9,30,11,3,1,0,1,3,6,1,0,0,3,2,9,0,3,4,0,0,2,60
2022/4/25,251,6,1,1,3,1,1,2,3,1,1,8,5,16,26,1,0,6,1,0,0,0,1,15,0,0,9,32,13,3,1,0,1,3,7,1,0,0,3,2,10,0,3,3,0,0,2,59
2022/4/26,227,7,1,1,2,1,2,2,3,0,1,9,5,15,24,0,0,5,1,0,0,0,1,12,0,0,10,27,10,2,1,0,0,3,8,2,0,0,3,1,9,0,3,3,0,0,2,51
2022/4/27,220,7,1,1,1,1,2,2,3,0,1,6,3,15,20,0,0,4,1,0,0,0,0,11,0,0,12,28,10,2,0,0,0,3,10,2,0,0,3,1,8,0,3,4,0,0,2,53
2022/4/28,211,8,0,1,2,1,2,2,4,1,1,3,3,13,22,0,0,4,1,0,0,0,0,12,2,0,11,25,8,2,0,0,0,3,10,1,0,0,3,1,8,0,3,4,0,1,2,47
2022/4/29,206,6,0,1,1,1,2,3,2,2,1,5,2,12,22,0,0,4,1,0,0,0,0,10,3,0,11,24,10,2,0,0,0,2,10,1,0,0,3,2,8,0,3,4,0,1,2,45
2022/4/30,201,5,1,1,2,1,2,3,2,1,0,4,0,11,21,0,1,4,0,0,0,0,0,9,3,0,9,25,9,2,1,0,0,2,10,1,0,0,3,2,9,0,2,4,0,1,2,48
2022/5/1,203,5,1,1,2,1,2,3,2,1,0,6,0,9,21,0,1,4,0,0,0,0,0,9,3,0,9,25,8,3,1,0,0,2,8,1,0,0,4,2,9,0,2,4,0,1,2,51
2022/5/2,203,5,1,1,2,1,2,2,2,0,0,7,4,10,21,0,0,2,0,0,0,1,0,10,3,0,9,24,8,2,1,0,0,2,8,1,0,0,3,2,9,0,2,4,0,2,2,50
2022/5/3,213,4,1,1,2,1,2,2,2,0,0,9,4,11,23,0,1,2,0,0,0,1,0,11,3,1,14,24,8,2,2,0,0,2,8,1,0,0,3,2,8,0,2,5,0,3,2,46
2022/5/4,200,4,0,3,2,1,2,2,2,0,0,8,4,10,21,0,1,5,0,0,0,1,0,10,2,1,9,23,9,2,0,0,0,2,6,1,0,0,3,2,7,0,2,4,0,3,2,46
2022/5/5,202,4,0,3,2,1,2,2,1,0,0,7,4,10,22,0,2,6,0,0,0,1,0,10,2,1,10,22,10,2,0,0,0,2,6,1,0,0,3,2,7,0,2,5,0,3,3,44
2022/5/6,196,4,0,3,2,1,2,2,2,1,0,6,4,8,16,0,1,6,0,0,0,1,0,10,2,1,10,22,10,2,0,0,1,1,5,2,0,0,3,1,7,0,2,5,1,3,3,46
2022/5/7,191,3,0,3,1,1,2,2,2,2,0,5,5,8,15,0,1,6,0,0,0,2,0,10,2,1,10,22,8,2,0,0,1,1,5,1,0,0,3,1,6,0,2,4,1,3,2,48
2022/5/8,193,3,0,2,1,1,2,2,1,2,0,3,5,8,15,0,1,7,0,0,0,2,0,10,2,1,13,23,9,2,0,0,1,1,4,1,0,0,3,2,6,0,2,4,2,3,2,47
2022/5/9,193,3,1,2,2,2,1,1,1,2,0,5,5,7,14,0,2,7,0,0,0,2,0,10,3,1,13,21,9,2,0,0,0,1,5,1,0,0,3,2,5,0,2,4,2,3,2,47
2022/5/10,195,6,1,1,2,2,2,1,0,2,0,5,6,9,17,0,1,7,0,0,0,1,0,9,2,1,13,20,10,1,0,0,0,1,4,1,0,0,3,1,5,0,2,6,2,2,2,47
2022/5/11,187,4,1,1,2,0,2,0,2,1,0,7,5,8,18,0,1,7,0,0,0,1,0,7,1,0,13,21,11,0,0,0,0,1,4,1,0,0,3,1,5,0,0,5,2,2,3,47
2022/5/12,188,5,1,0,1,0,1,0,2,1,1,5,5,6,18,0,1,7,0,0,0,1,0,10,1,0,12,21,10,1,0,0,0,1,3,1,0,0,3,1,6,0,0,5,2,3,2,51
2022/5/13,184,5,1,0,2,0,2,1,2,1,0,5,5,4,18,0,1,4,0,0,0,1,0,7,1,1,14,20,10,1,0,0,0,1,3,1,0,0,3,0,6,0,0,8,1,3,2,50
2022/5/14,174,6,1,0,2,0,1,1,2,1,0,5,5,4,17,0,1,4,0,0,0,2,0,5,1,0,14,20,9,1,1,0,0,1,2,1,0,0,3,0,6,0,0,5,1,3,1,48
2022/5/15,162,6,1,0,4,0,1,1,2,1,0,2,4,4,16,0,0,3,0,0,0,1,0,5,0,0,13,20,9,1,0,0,0,1,2,2,0,0,3,0,5,0,0,6,1,3,1,44
2022/5/16,160,6,1,0,5,0,1,1,1,1,0,2,4,3,15,0,1,3,0,0,0,1,0,4,0,0,12,21,9,1,0,0,0,1,2,2,0,0,3,0,4,0,0,6,1,2,1,46
2022/5/17,152,7,1,0,3,0,1,0,2,2,0,3,3,2,15,0,1,2,0,0,0,1,0,3,0,0,12,20,8,0,0,0,0,1,3,2,0,0,3,0,4,0,0,6,1,1,1,44
2022/5/18,132,7,1,0,3,0,1,0,2,2,0,0,3,1,15,0,1,2,0,0,0,1,0,3,0,0,7,20,5,0,0,0,0,1,3,2,0,0,3,0,5,0,0,5,1,1,1,36
2022/5/19,134,6,1,0,3,0,1,0,2,2,0,1,3,2,12,0,1,2,0,0,0,1,0,4,0,0,4,19,5,0,0,0,0,1,2,2,1,1,3,0,5,0,0,5,1,1,1,42
2022/5/20,131,6,1,0,3,0,1,0,2,3,0,0,4,3,9,0,1,2,0,0,0,1,0,4,0,0,6,20,5,0,0,0,0,0,1,2,1,1,3,0,4,0,0,4,1,1,1,41
2022/5/21,121,6,1,0,2,0,0,0,2,4,0,1,5,3,8,0,1,1,0,0,0,1,0,4,0,0,4,19,3,0,0,0,0,0,1,1,1,1,3,0,4,0,0,4,1,1,1,38
2022/5/22,122,6,1,0,2,0,0,0,1,4,0,0,4,3,9,0,1,1,0,0,0,1,0,4,0,0,5,19,3,0,0,0,0,0,2,1,1,1,3,1,4,0,0,4,1,1,1,38
2022/5/23,127,6,1,0,2,0,0,0,1,4,1,0,5,4,6,1,1,1,0,0,0,1,0,5,0,0,4,22,5,1,0,0,0,0,1,1,1,1,3,1,4,0,0,3,1,1,1,38
2022/5/24,129,6,1,0,2,0,0,0,2,4,2,1,4,4,8,1,1,1,0,0,0,0,0,5,0,0,5,20,5,1,0,1,0,0,0,1,1,1,3,1,3,0,1,3,1,1,0,39
2022/5/25,126,6,1,0,1,0,0,0,2,3,2,1,4,4,9,1,1,1,0,0,0,0,0,5,0,0,4,18,4,1,0,1,0,0,0,1,0,1,3,2,2,0,1,3,1,1,0,42
2022/5/26,119,5,1,0,1,0,0,0,1,3,2,2,2,3,9,1,1,1,0,0,0,0,0,5,0,0,5,17,4,0,0,1,0,0,0,1,0,1,3,1,2,0,1,3,1,1,0,41
2022/5/27,110,5,1,0,0,0,0,0,0,3,2,1,2,2,9,1,1,1,0,0,0,0,0,4,0,0,6,16,3,0,0,0,0,1,0,1,0,1,2,0,2,0,1,3,0,1,0,41
2022/5/28,116,6,0,0,0,0,0,0,0,3,2,2,2,3,8,1,1,1,0,0,0,0,1,5,0,0,9,16,4,0,0,0,0,1,0,1,0,1,2,0,3,0,1,3,0,0,0,40
2022/5/29,121,6,0,0,1,0,0,0,0,2,2,1,2,3,10,1,1,1,0,0,0,0,1,4,0,0,9,18,4,0,0,0,0,1,0,1,0,0,2,0,3,0,1,3,0,0,0,44
2022/5/30,121,6,0,0,0,0,0,0,2,1,1,0,2,4,9,1,1,1,0,0,1,0,1,5,0,0,9,20,4,0,0,0,0,1,0,1,0,0,2,0,3,0,1,3,0,0,0,42
2022/5/31,121,5,0,0,0,0,0,0,0,1,0,0,1,3,14,1,1,1,0,0,1,0,1,5,0,0,11,20,3,0,0,0,0,1,0,1,0,0,2,0,5,0,1,3,0,0,0,40
2022/6/1,115,5,0,0,0,0,0,0,0,1,0,0,1,3,12,1,1,1,0,0,1,0,1,7,0,0,11,20,3,0,0,0,0,1,0,1,0,0,1,0,5,0,1,2,0,0,0,36
2022/6/2,104,3,0,0,0,0,0,0,0,1,0,0,1,1,10,1,1,1,0,0,1,0,1,7,1,0,12,18,3,0,0,0,0,1,0,1,0,0,1,1,3,0,0,3,0,0,0,32
2022/6/3,103,3,0,0,0,0,0,0,0,1,0,0,1,2,11,1,1,1,0,0,1,0,1,7,1,0,10,16,4,0,1,0,0,2,2,0,0,0,1,1,2,0,0,2,0,0,0,31
2022/6/4,94,2,0,0,0,0,0,0,0,1,0,0,2,2,9,1,1,1,0,0,1,0,1,7,1,0,6,16,4,0,1,0,0,2,1,0,0,0,1,1,2,0,0,2,0,0,0,29
2022/6/5,98,2,0,0,0,0,0,0,0,1,0,0,2,2,9,1,1,1,0,0,1,0,2,7,1,0,4,16,3,0,1,0,0,2,1,0,0,0,1,1,3,0,0,2,0,0,0,34
2022/6/6,94,2,0,0,0,0,0,1,0,1,1,0,2,2,7,1,1,1,0,0,1,0,2,8,1,0,5,15,2,0,1,0,0,2,1,0,0,0,1,1,4,0,0,2,1,0,0,28
2022/6/7,92,2,0,0,0,0,0,1,0,1,1,0,1,2,8,1,0,0,0,0,1,0,2,8,1,0,4,15,4,0,1,0,0,2,2,0,0,0,1,1,4,0,0,2,1,0,0,26
2022/6/8,95,2,1,0,0,0,0,1,0,1,2,2,1,3,7,1,0,0,0,0,1,0,2,6,1,0,4,14,4,0,1,0,0,2,1,0,0,0,1,1,3,0,0,3,1,0,0,29
2022/6/9,90,2,1,0,0,0,0,1,0,1,2,2,1,2,7,1,0,0,0,0,0,0,2,5,1,0,5,15,3,0,1,0,0,2,1,0,0,0,1,1,3,0,0,3,1,0,0,26
2022/6/10,86,2,1,0,0,0,0,1,0,1,1,2,1,4,7,1,0,0,0,0,0,0,1,5,1,0,4,13,3,0,1,0,0,1,1,1,1,0,1,1,2,0,0,3,1,0,0,25
2022/6/11,76,1,1,0,0,0,0,1,0,1,1,2,1,4,7,1,0,0,0,0,0,0,1,5,1,0,4,12,4,0,0,0,0,1,1,0,1,0,1,0,1,0,0,3,1,0,0,20
2022/6/12,79,1,1,0,0,0,0,1,0,1,0,2,1,4,5,1,0,0,0,0,0,1,1,4,1,0,4,12,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0,5,1,0,0,25
2022/6/13,75,1,1,0,0,0,0,1,0,1,0,2,1,4,6,0,0,0,0,0,0,1,0,4,1,0,4,12,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0,3,1,0,1,23
2022/6/14,66,1,1,0,1,0,0,1,1,1,0,2,1,0,7,0,0,0,0,0,0,0,1,4,1,0,3,9,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,2,22
2022/6/15,60,1,1,0,0,0,0,0,1,1,0,2,1,1,6,0,0,0,0,0,0,0,1,4,1,0,2,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,1,22
2022/6/16,56,1,2,0,0,0,0,0,1,1,0,1,1,0,5,0,0,0,0,0,0,0,1,5,1,0,2,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,21
2022/6/17,54,1,2,0,0,0,0,0,1,1,0,1,1,0,4,0,0,0,0,0,0,0,0,3,1,0,1,7,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,1,20
2022/6/18,55,2,2,0,2,0,0,0,1,2,1,1,1,0,,0,0,0,0,0,0,0,0,2,1,0,0,8,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,22
2022/6/19,56,2,2,0,0,0,0,0,1,1,1,1,1,0,,0,0,0,0,0,0,0,0,2,1,0,0,8,4,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,24
2022/6/20,55,2,2,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,0,2,1,0,0,7,4,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,22
2022/6/21,53,3,2,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2,1,0,0,7,4,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,21
2022/6/22,53,5,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,7,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,20
2022/6/23,48,4,2,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,2,1,0,0,6,4,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,17
2022/6/24,47,3,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,1,0,0,7,4,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,16
2022/6/25,48,3,2,0,0,0,0,0,0,0,0,0,2,3,,0,0,0,0,0,0,0,0,1,1,0,2,7,4,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,16
2022/6/26,50,2,2,0,0,0,0,0,0,1,0,0,2,3,,0,0,0,0,0,0,0,0,1,1,0,5,7,4,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,15
2022/6/27,53,2,1,0,0,0,0,0,0,1,0,0,2,4,3,0,0,0,0,0,0,0,0,1,1,0,8,6,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,15
2022/6/28,53,2,1,0,1,0,0,0,0,2,1,0,1,5,5,0,0,0,0,0,0,0,0,1,0,0,6,6,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,14
2022/6/29,59,2,1,0,3,0,0,0,0,2,1,0,2,5,4,0,0,0,0,0,0,0,0,1,1,0,7,6,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,16
2022/6/30,63,2,1,0,2,0,0,0,0,2,1,0,2,3,5,0,0,0,0,0,0,0,0,1,1,0,11,5,2,2,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,17
2022/7/1,69,2,1,0,2,0,0,0,0,2,0,3,2,4,7,0,0,0,0,0,0,0,0,1,1,0,15,3,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,18
2022/7/2,68,2,1,0,3,0,0,0,0,2,0,3,2,5,,0,0,1,0,0,0,0,0,1,1,0,17,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,20
2022/7/3,67,2,1,0,3,0,0,0,0,2,0,2,2,5,,0,0,1,0,0,0,0,0,1,1,0,18,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,19
2022/7/4,76,2,1,0,3,0,0,0,0,1,0,2,2,6,7,0,0,1,0,0,0,1,0,1,1,0,17,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22
2022/7/5,82,2,1,0,2,0,0,0,0,0,0,3,2,7,6,0,0,1,0,0,0,1,1,2,1,0,17,5,2,2,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,22
2022/7/6,81,1,1,0,1,0,0,0,0,0,0,3,2,8,9,0,0,1,0,0,0,1,0,2,1,0,10,4,3,3,0,0,0,1,3,0,0,0,1,1,1,0,0,2,0,0,0,22
2022/7/7,84,1,1,0,0,0,0,0,0,0,0,3,4,6,10,0,0,1,0,0,0,1,0,2,1,0,13,5,4,3,0,0,0,1,1,0,0,0,1,1,1,0,0,2,0,0,0,22
2022/7/8,85,2,1,0,0,1,0,0,0,0,0,2,4,7,9,0,0,1,0,0,0,1,0,2,1,0,9,8,5,3,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,1,0,22
2022/7/9,84,1,1,0,0,1,0,0,1,0,0,4,4,10,,0,0,1,0,0,0,1,0,3,1,1,9,8,5,3,0,0,1,0,0,0,0,0,2,1,0,0,0,1,1,1,0,23
2022/7/10,78,1,1,0,0,1,0,0,1,0,0,3,4,10,,0,0,1,0,0,0,1,0,3,1,1,8,7,5,2,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,22
2022/7/11,91,1,1,0,1,1,0,1,1,0,1,4,2,9,15,0,0,1,0,0,0,1,0,3,1,1,9,5,5,2,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,20
2022/7/12,98,1,1,0,1,1,0,1,1,0,0,2,3,12,15,0,0,1,0,0,0,1,0,2,1,1,13,7,5,3,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,21
2022/7/13,103,1,1,0,1,1,0,0,1,0,0,5,3,13,13,0,0,1,0,0,0,1,0,2,2,1,16,7,4,2,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,1,20
2022/7/14,111,1,1,0,1,1,0,0,1,0,0,7,3,15,18,0,0,1,0,0,0,1,0,1,1,1,14,6,5,3,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,1,22
2022/7/15,125,1,1,0,1,1,0,0,2,0,0,7,3,16,22,0,0,1,0,0,0,1,0,1,1,1,18,9,5,1,0,0,0,0,3,0,0,0,2,0,0,0,0,3,0,0,0,25
2022/7/16,141,1,1,0,0,1,0,0,3,0,0,5,4,14,23,0,0,1,0,0,0,1,0,1,1,2,25,11,10,1,1,0,0,0,3,0,0,1,2,0,0,0,0,3,0,0,0,26
2022/7/17,154,1,1,0,1,1,0,0,3,0,0,9,4,13,24,0,0,1,0,0,0,2,0,3,1,2,28,12,9,4,1,0,0,0,3,0,1,1,2,0,0,0,0,3,0,0,1,23
2022/7/18,168,1,1,0,2,1,0,0,3,0,0,9,4,15,27,0,0,1,0,0,0,2,0,4,1,2,28,12,9,4,1,0,0,0,3,0,1,1,2,1,0,0,1,5,0,0,1,26
2022/7/19,186,2,3,0,1,1,0,1,2,0,0,8,5,19,34,0,0,1,0,0,0,1,0,4,1,2,30,19,9,4,0,0,0,0,3,0,2,1,2,1,0,0,1,5,0,1,1,22
2022/7/20,203,4,4,0,2,1,0,1,2,2,0,10,9,18,28,1,0,1,1,0,0,1,0,3,1,3,28,23,14,4,1,0,0,0,5,0,2,1,1,1,1,0,1,5,0,0,1,23
2022/7/21,201,3,4,0,1,1,0,0,2,1,0,9,9,15,31,1,1,1,1,0,0,0,0,5,1,3,33,24,12,6,1,0,0,0,5,0,2,0,1,1,3,0,1,5,0,1,1,16
2022/7/22,209,3,4,0,2,1,0,0,3,2,2,10,9,15,34,2,1,0,1,0,0,0,0,8,0,1,29,23,13,6,0,0,0,1,6,0,2,0,1,0,6,0,1,5,0,1,1,16
2022/7/23,237,4,3,0,4,1,0,0,3,2,2,11,9,14,39,2,2,0,1,0,0,0,1,7,0,1,32,28,18,7,0,0,1,1,6,1,2,0,1,1,8,0,1,5,0,1,1,17
2022/7/24,252,4,3,0,6,1,0,0,3,2,0,11,9,14,42,2,2,0,1,0,0,0,1,9,0,2,38,28,17,8,0,0,1,1,6,1,2,0,2,3,7,0,1,5,0,1,1,18
2022/7/25,275,4,3,0,6,1,0,1,3,3,0,14,9,15,40,3,1,0,1,0,0,1,1,11,0,2,42,31,19,10,0,0,2,1,5,1,2,0,2,4,7,0,1,9,0,1,1,18
2022/7/26,310,4,3,0,6,1,0,1,3,3,2,21,9,21,39,5,2,0,0,0,0,2,1,10,0,2,48,39,15,11,3,0,3,1,7,1,2,0,2,4,9,0,1,9,1,1,2,16
2022/7/27,340,3,3,0,9,1,0,1,2,3,3,23,9,24,38,6,3,0,0,0,0,3,3,13,0,1,55,41,19,11,2,0,5,1,9,1,2,1,1,5,9,0,1,9,0,1,1,18
2022/7/28,370,3,3,0,8,1,0,1,2,4,2,21,9,27,41,6,3,0,0,0,0,3,3,15,0,2,68,46,23,12,2,0,5,1,9,0,2,1,1,6,12,0,1,8,0,1,1,17
2022/7/29,405,3,3,0,12,1,0,1,2,5,2,26,13,26,42,7,2,0,0,0,0,3,3,16,0,0,87,49,21,8,2,0,5,2,9,0,3,1,1,6,11,0,1,10,0,1,1,20
2022/7/30,429,3,4,0,11,1,0,1,3,5,2,29,13,24,48,7,1,0,1,0,0,3,3,19,0,1,90,51,26,7,3,0,5,2,6,1,3,2,1,8,11,0,1,9,0,1,2,21
2022/7/31,431,4,3,0,11,1,0,1,2,5,3,29,13,23,48,7,1,0,2,0,1,3,3,21,0,0,94,49,22,5,4,0,4,2,6,1,3,2,3,8,10,0,1,9,0,1,3,23
2022/8/1,466,4,3,0,11,1,0,1,2,7,4,32,15,29,45,7,3,0,2,0,1,1,5,24,0,2,99,56,25,8,6,0,4,2,6,1,3,1,3,8,11,0,1,10,0,1,1,21
2022/8/2,489,4,3,0,13,1,0,2,5,9,3,32,16,34,43,6,2,0,1,0,0,1,4,26,0,2,96,60,30,9,6,0,4,2,4,3,4,1,2,7,14,0,1,9,0,3,1,26
