Date,ALL,Hokkaido,Aomori,Iwate,Miyagi,Akita,Yamagata,Fukushima,Ibaraki,Tochigi,Gunma,Saitama,Chiba,Tokyo,Kanagawa,Niigata,Toyama,Ishikawa,Fukui,Yamanashi,Nagano,Gifu,Shizuoka,Aichi,Mie,Shiga,Kyoto,Osaka,Hyogo,Nara,Wakayama,Tottori,Shimane,Okayama,Hiroshima,Yamaguchi,Tokushima,Kagawa,Ehime,Kochi,Fukuoka,Saga,Nagasaki,Kumamoto,Oita,Miyazaki,Kagoshima,Okinawa
2022/8/3,525,4,3,0,13,1,0,2,5,10,5,31,19,35,44,5,3,0,1,0,1,1,6,25,0,1,104,63,31,8,8,0,2,2,7,3,4,1,2,7,22,0,1,12,1,4,2,26
2022/8/4,559,5,2,0,10,1,0,3,7,11,3,32,18,39,52,4,3,1,1,0,1,0,7,35,1,1,104,65,35,11,8,1,2,2,9,4,5,1,2,4,20,0,1,10,1,6,3,28
2022/8/5,574,8,2,0,9,2,0,3,9,10,2,30,20,38,57,2,5,1,1,0,0,0,7,34,2,1,104,74,33,15,6,1,2,7,7,3,5,3,2,4,16,1,3,10,1,7,2,25
2022/8/6,563,9,2,0,6,3,0,3,8,11,2,31,17,37,58,2,5,1,1,0,0,1,7,35,2,2,95,73,36,11,4,1,2,7,7,3,3,2,3,4,16,1,2,13,2,7,1,27
2022/8/7,573,8,2,1,5,4,0,3,7,10,3,31,16,36,65,2,5,1,1,0,0,2,8,37,1,3,89,71,33,12,7,1,2,7,7,3,3,2,4,4,17,0,2,16,1,7,3,31
2022/8/8,592,8,2,1,13,4,0,3,7,10,3,32,17,39,76,2,4,0,2,0,0,2,8,38,1,1,92,71,30,15,4,1,1,7,9,2,3,2,4,3,19,0,2,15,1,6,4,28
2022/8/9,607,7,2,1,13,4,0,3,7,10,3,35,19,40,75,3,4,0,3,0,0,2,10,40,1,3,77,74,39,14,4,0,1,7,11,2,5,3,3,3,21,0,2,15,3,6,5,27
2022/8/10,614,6,4,1,10,4,1,3,8,8,2,39,19,40,76,3,4,1,3,0,1,3,10,44,1,2,77,71,35,14,4,1,0,7,10,2,5,3,4,3,25,1,1,18,3,4,4,29
2022/8/11,644,9,4,0,9,4,1,3,8,8,2,40,17,40,72,3,4,1,3,0,2,3,12,49,1,3,97,68,43,12,1,1,0,7,9,3,5,2,4,8,25,1,2,16,3,4,4,31
2022/8/12,640,8,4,0,10,3,1,4,8,7,2,40,18,42,70,2,4,1,3,0,2,3,12,51,1,2,82,70,41,10,3,1,0,11,12,3,5,2,4,12,24,0,2,15,2,5,4,34
2022/8/13,634,7,4,0,10,3,1,4,7,8,3,42,20,43,73,2,5,2,3,0,2,2,13,36,1,3,83,60,42,11,5,1,0,11,11,3,4,3,6,11,21,0,3,17,2,5,5,36
2022/8/14,626,6,3,0,11,3,1,4,8,8,3,38,19,42,71,2,7,3,3,0,3,2,13,35,1,3,80,60,38,11,1,1,0,11,10,4,4,3,6,11,23,0,3,15,5,5,7,39
2022/8/15,622,6,3,0,12,3,1,5,6,7,4,38,14,38,70,3,6,4,3,0,3,2,13,37,1,3,75,65,39,11,1,3,1,11,9,4,4,3,6,10,23,0,3,14,7,4,7,40
2022/8/16,639,7,2,0,11,3,1,3,5,6,4,38,12,36,71,2,5,5,3,0,2,3,14,39,1,1,81,74,45,13,2,2,1,11,9,4,4,3,4,9,22,0,3,17,7,4,13,37
2022/8/17,635,6,4,0,14,3,0,2,4,7,5,38,14,35,64,6,2,5,3,0,3,3,12,38,2,2,78,76,42,13,3,2,0,11,10,4,4,4,4,8,17,2,3,19,7,4,14,38
2022/8/18,655,6,4,0,13,6,0,1,6,7,7,35,16,33,65,5,5,5,3,0,1,4,11,36,2,3,81,84,42,14,4,1,1,11,9,4,4,4,5,11,18,2,4,24,6,4,11,37
2022/8/19,642,5,4,0,13,6,0,3,4,7,8,38,16,34,58,5,7,5,3,0,1,3,10,33,2,3,79,87,39,12,2,1,0,15,11,5,4,2,5,10,15,2,4,21,5,5,12,38
2022/8/20,656,4,3,0,14,6,0,3,4,9,8,38,20,36,53,4,5,4,3,0,1,3,12,35,2,3,86,91,44,13,5,1,0,15,9,5,4,2,5,9,16,2,4,17,6,4,10,38
2022/8/21,670,4,4,0,18,6,0,3,4,10,11,33,21,38,54,4,5,4,2,0,4,4,13,32,1,4,86,88,44,14,4,1,0,15,9,5,4,1,6,10,16,2,4,20,6,4,12,40
2022/8/22,679,5,3,0,19,5,1,4,4,10,11,34,20,36,54,6,5,4,3,0,2,4,12,35,1,7,83,93,46,14,5,1,0,15,9,5,4,1,6,10,15,2,5,19,5,4,13,39
2022/8/23,659,4,3,0,15,5,1,3,5,8,5,33,17,39,55,5,7,5,3,0,1,7,13,38,1,5,79,93,45,11,3,1,0,15,10,5,4,1,4,7,15,2,5,21,5,5,13,37
2022/8/24,651,3,3,0,14,4,1,3,5,11,6,29,18,36,54,7,5,5,4,0,2,7,13,40,3,4,69,92,45,14,4,1,0,15,7,5,4,2,4,8,14,2,4,24,7,5,14,34
2022/8/25,646,2,3,0,12,4,1,3,6,11,6,29,19,38,56,6,4,6,3,1,3,8,12,37,4,3,70,92,42,15,6,1,0,15,4,4,6,1,4,10,14,2,4,22,8,5,10,34
2022/8/26,627,3,2,0,9,4,0,3,7,8,4,32,14,38,57,6,3,6,4,1,3,8,9,30,4,3,64,93,48,11,7,1,0,16,7,5,4,1,5,14,13,2,2,24,7,4,11,30
2022/8/27,623,5,1,0,10,4,0,3,5,10,5,32,13,38,53,6,5,6,3,1,1,7,8,31,5,3,72,88,50,11,8,2,1,16,9,4,4,1,3,14,12,3,1,22,8,4,9,26
2022/8/28,626,5,2,0,9,4,0,3,7,12,6,29,13,40,51,8,6,6,3,1,4,8,8,27,5,3,67,87,47,11,10,1,1,16,8,4,4,1,3,14,13,3,2,19,9,6,11,29
2022/8/29,620,7,2,0,10,2,0,3,5,12,10,31,13,41,55,6,6,5,3,1,4,6,8,28,4,3,66,81,46,11,7,1,2,16,10,5,4,0,3,12,11,3,2,18,8,7,13,29
2022/8/30,587,6,3,0,11,2,0,3,6,11,10,31,15,36,51,6,4,5,4,1,3,5,9,27,4,3,62,82,45,10,7,3,2,16,9,4,4,0,2,9,9,4,2,15,7,7,11,21
2022/8/31,552,5,3,0,12,3,0,4,6,11,8,31,16,33,49,5,4,3,4,1,2,4,9,23,3,3,60,80,40,6,6,3,2,16,7,5,4,0,2,7,6,4,1,14,6,8,10,23
2022/9/1,538,5,3,2,11,3,0,4,5,8,7,34,17,34,45,5,3,3,4,1,2,2,5,23,3,4,61,74,38,5,6,3,2,16,6,5,5,1,2,7,5,2,2,14,6,8,12,25
2022/9/2,512,5,3,2,10,3,0,4,5,7,8,30,15,34,42,6,3,2,4,1,2,2,5,23,3,5,62,65,32,5,6,3,2,10,6,5,3,1,1,5,9,2,3,15,5,8,13,27
2022/9/3,524,4,3,2,10,3,0,4,4,5,8,31,15,32,42,6,2,2,3,1,2,2,6,30,4,5,72,62,32,7,6,3,2,10,4,6,5,2,2,6,12,2,3,14,4,8,10,26
2022/9/4,525,3,3,3,12,1,0,4,6,3,7,26,18,35,46,6,2,1,3,1,2,2,5,28,3,5,70,62,32,8,7,3,3,10,6,6,5,4,1,6,12,2,3,12,4,6,12,26
2022/9/5,515,3,2,3,11,2,0,4,7,4,5,28,17,33,40,5,3,1,3,1,2,2,4,27,3,5,70,63,34,9,6,3,3,10,5,6,5,3,2,6,12,2,4,13,4,6,11,23
2022/9/6,474,3,2,2,10,2,0,2,7,3,5,21,13,32,42,3,3,1,2,1,2,3,3,24,3,4,67,53,30,6,5,3,1,10,10,6,5,3,2,6,16,2,4,11,3,7,11,20
2022/9/7,484,4,2,2,9,0,0,1,8,5,3,21,13,29,47,4,2,1,2,1,3,4,3,23,6,4,72,56,25,6,7,3,1,10,11,5,4,3,2,7,21,1,3,11,3,7,8,21
2022/9/8,472,7,3,2,7,1,0,1,9,6,6,25,13,31,37,4,1,1,1,1,3,4,3,24,5,4,68,52,25,6,5,3,1,10,7,5,5,4,2,8,20,1,3,10,3,7,7,21
2022/9/9,449,6,3,2,6,1,0,1,11,6,2,28,12,32,36,3,0,1,1,1,0,4,4,27,4,5,63,55,22,6,4,3,1,4,7,5,6,3,2,5,18,1,3,10,3,7,8,17
2022/9/10,420,4,3,2,7,1,0,1,10,5,2,23,13,30,33,3,0,1,0,0,0,5,3,24,2,5,58,55,23,4,3,3,1,4,7,3,5,3,2,7,14,1,5,9,4,8,8,16
2022/9/11,413,4,3,3,5,1,0,1,8,5,2,17,14,32,34,3,0,1,0,0,1,6,3,25,2,5,59,55,19,4,4,4,1,4,7,2,5,3,2,7,13,1,3,8,3,8,9,17
2022/9/12,421,3,4,3,7,1,0,0,9,4,2,16,16,32,35,3,0,1,0,0,1,6,4,22,3,6,60,60,19,3,5,3,1,4,7,2,5,5,2,6,13,1,3,9,3,7,7,18
2022/9/13,385,3,4,2,4,2,0,1,10,5,3,22,11,28,30,2,0,1,0,0,2,4,4,21,3,5,49,50,18,3,5,3,1,4,8,2,5,4,2,6,15,0,2,7,3,7,4,20
2022/9/14,372,3,6,2,5,2,0,0,9,5,3,21,11,26,26,2,0,1,0,0,2,4,5,16,3,2,45,52,19,3,3,3,2,4,7,3,5,4,5,6,15,2,2,7,3,6,2,20
2022/9/15,333,2,4,2,4,2,0,0,10,5,2,21,11,26,25,1,0,1,0,0,2,4,5,9,3,2,48,40,16,2,4,2,1,4,6,2,5,3,3,6,14,0,2,5,3,5,1,20
2022/9/16,311,2,5,0,2,1,0,1,6,5,2,15,8,26,26,0,0,1,0,0,2,0,5,9,2,2,44,38,16,2,3,2,1,6,8,3,5,3,2,6,15,1,2,7,1,4,2,20
2022/9/17,313,2,4,0,3,1,0,1,8,5,2,16,8,24,27,0,0,1,0,0,2,0,6,11,2,2,48,41,14,3,5,0,1,6,7,0,5,3,2,6,11,1,2,8,1,3,3,18
2022/9/18,302,3,4,0,5,1,0,1,8,5,1,19,8,25,25,0,0,1,0,0,2,0,7,11,2,1,39,41,13,4,5,0,1,6,6,0,5,3,2,6,11,1,2,7,1,3,2,15
2022/9/19,302,3,4,0,5,1,0,1,7,6,1,19,8,25,27,0,0,1,0,0,2,0,7,11,2,1,39,41,13,4,1,0,1,6,7,1,5,2,2,6,12,1,2,8,1,3,2,14
2022/9/20,302,3,4,1,6,0,0,2,9,4,2,19,7,28,33,0,0,1,0,0,1,0,5,11,2,1,39,37,12,3,1,1,1,6,6,1,5,2,2,4,12,1,2,8,1,2,2,15
2022/9/21,279,1,4,0,8,2,1,1,6,3,2,16,5,21,35,0,0,0,0,0,1,0,5,10,2,1,35,37,11,3,2,1,1,6,6,2,4,2,2,5,8,0,2,7,4,1,2,14
2022/9/22,266,1,4,1,8,2,0,0,6,3,3,17,6,17,25,0,0,0,0,0,1,0,5,12,2,1,35,35,12,5,2,1,1,6,2,2,3,1,2,4,9,1,2,6,4,1,3,15
2022/9/23,251,1,3,1,6,3,0,0,5,3,2,11,6,16,24,0,0,0,0,0,1,0,5,12,3,1,33,34,11,2,3,1,0,4,4,1,3,2,1,5,9,1,2,9,4,1,3,15
2022/9/24,248,1,3,1,6,3,0,0,5,3,2,15,5,15,25,0,0,0,0,0,2,0,4,11,1,2,30,33,9,2,5,1,0,4,4,1,3,3,1,4,9,2,2,6,4,2,2,17
2022/9/25,241,2,2,1,6,3,0,0,5,3,2,10,5,16,27,0,0,0,0,0,2,0,5,8,1,2,22,34,15,2,5,1,0,4,3,1,3,3,2,4,9,2,2,6,4,2,2,15
2022/9/26,233,2,2,1,6,3,0,0,5,2,2,11,4,20,25,0,0,0,0,0,1,0,3,8,1,2,23,33,8,4,4,1,0,4,3,2,3,3,1,4,9,2,3,5,4,2,1,16
2022/9/27,229,2,2,1,3,1,0,0,5,2,2,11,4,20,25,0,0,0,0,0,1,0,3,8,1,2,23,33,8,4,4,1,0,4,3,2,0,3,1,3,9,2,3,5,4,4,2,18
2022/9/28,211,3,1,1,3,3,0,0,3,2,2,12,4,17,23,0,0,0,0,0,1,0,3,8,3,0,17,30,7,5,2,1,0,4,3,2,1,3,0,3,8,2,3,5,4,3,2,17
2022/9/29,199,3,1,1,3,3,0,0,3,1,2,11,4,14,23,1,0,1,0,0,1,0,2,9,3,0,18,26,7,4,1,1,0,4,2,2,0,3,1,2,6,2,3,6,1,3,1,20
2022/9/30,179,2,1,1,2,3,0,0,2,1,3,8,2,15,19,2,0,1,0,0,1,0,2,9,2,0,15,25,7,3,3,0,0,4,2,2,0,3,1,1,5,2,2,5,1,2,1,19
2022/10/1,174,3,0,1,3,3,0,0,2,1,3,6,3,14,21,1,0,1,0,0,1,0,3,9,2,0,16,25,7,0,3,0,0,5,3,1,0,4,1,0,5,1,2,3,1,2,0,18
2022/10/2,171,3,0,1,3,2,0,0,4,1,3,5,3,13,23,1,0,1,0,0,2,0,3,7,2,0,14,27,6,0,1,0,0,5,4,1,0,4,1,0,5,1,2,2,1,2,0,18
2022/10/3,173,3,0,1,3,2,0,0,4,1,2,6,3,14,21,2,0,1,0,0,2,1,2,7,2,0,12,27,5,1,2,0,0,5,4,1,0,5,1,1,4,1,2,2,2,3,0,18
2022/10/4,175,4,0,1,4,1,0,0,5,1,1,2,2,14,20,2,0,1,0,0,2,1,3,7,2,0,16,28,4,1,1,0,0,5,4,1,0,5,1,1,4,1,3,2,2,4,0,19
2022/10/5,167,3,0,1,4,1,0,0,3,2,1,5,3,10,18,1,1,1,0,0,2,1,3,7,2,0,19,24,3,1,1,0,1,5,4,1,0,5,0,1,4,0,3,2,2,4,0,18
2022/10/6,163,3,0,1,4,0,0,0,2,2,1,4,4,10,17,1,0,1,0,0,2,1,3,7,2,0,16,25,5,1,0,0,1,5,5,1,1,4,0,1,2,0,3,2,1,3,0,22
2022/10/7,167,3,1,1,3,0,0,0,1,2,2,6,2,10,20,2,0,1,0,0,2,0,3,8,2,0,18,24,3,2,0,0,1,5,5,1,1,4,1,1,2,0,3,2,1,3,0,21
2022/10/8,162,1,1,0,1,1,0,0,2,2,2,6,2,10,18,2,0,1,0,0,1,0,3,9,2,0,18,24,6,3,0,0,0,4,3,1,1,4,1,1,3,0,3,2,1,3,0,20
2022/10/9,152,1,1,0,1,0,0,0,2,1,2,6,2,9,19,2,0,0,0,0,0,0,2,7,2,0,20,20,6,3,0,0,0,4,2,1,1,3,1,1,3,0,3,3,1,3,0,20
2022/10/10,155,1,1,0,1,0,0,0,3,1,2,7,2,8,21,2,0,1,0,1,0,0,2,7,1,1,20,20,6,1,0,0,0,4,2,1,1,2,1,1,3,0,3,3,1,2,0,22
2022/10/11,152,0,1,0,1,0,0,0,3,1,2,6,3,8,21,2,0,1,0,1,1,0,2,7,1,1,21,20,4,0,0,0,0,4,2,0,0,2,1,1,3,0,3,3,2,1,0,23
2022/10/12,164,0,2,0,2,0,0,0,2,1,2,6,3,12,22,0,0,1,0,1,1,0,3,7,1,1,21,20,5,1,0,0,0,4,3,0,0,2,2,2,3,0,3,2,1,1,0,27
2022/10/13,163,0,2,0,1,1,0,0,2,1,3,6,3,13,18,0,0,1,1,1,1,0,4,6,2,1,22,17,4,0,0,0,0,4,3,0,0,2,2,1,5,0,3,1,1,1,0,30
2022/10/14,151,0,2,0,0,2,0,0,1,0,2,5,3,10,17,0,0,1,1,1,0,0,6,5,3,1,20,15,3,2,0,0,0,4,4,1,0,2,2,1,5,0,3,0,1,2,0,26
2022/10/15,125,0,2,0,0,2,0,0,0,0,1,7,2,9,,0,1,1,1,1,0,0,7,6,3,0,14,16,5,0,0,0,0,4,2,1,0,2,2,2,2,0,3,1,1,2,0,25
2022/10/16,119,0,1,0,0,1,0,0,0,0,2,8,2,9,,0,1,1,0,1,0,0,7,5,1,1,14,18,5,0,0,0,0,4,0,1,0,2,2,2,3,0,3,1,1,1,0,22
2022/10/17,144,0,1,0,0,1,0,0,0,1,2,7,1,9,19,0,1,1,0,1,0,0,6,5,1,0,15,18,5,0,0,0,0,4,0,2,1,2,2,1,3,0,3,2,1,1,0,28
2022/10/18,144,0,2,0,1,2,0,0,0,2,1,7,1,9,21,0,1,1,0,1,1,0,5,5,1,1,11,18,5,0,0,0,0,4,1,2,1,1,2,2,3,0,3,2,1,1,0,25
2022/10/19,138,1,1,0,1,2,0,0,0,2,1,8,1,9,18,0,1,1,0,1,1,0,5,7,1,0,9,17,3,1,1,0,0,4,2,2,0,0,1,3,4,1,2,1,1,1,0,24
2022/10/20,127,1,1,0,1,2,0,0,0,2,1,7,1,11,17,0,1,1,0,1,1,0,4,7,1,0,7,17,3,1,1,0,0,4,0,2,0,0,1,1,4,1,1,1,1,1,0,21
2022/10/21,121,1,0,0,1,2,0,0,1,2,1,7,1,9,18,0,0,1,0,0,1,0,3,7,1,0,8,16,2,2,1,0,0,4,0,2,0,0,1,0,4,1,0,1,1,1,0,21
2022/10/22,114,2,0,0,0,2,0,0,1,3,1,9,2,11,,0,0,0,0,0,0,0,4,8,1,0,8,19,4,2,1,0,0,3,0,3,0,0,1,0,3,1,0,1,1,1,0,22
2022/10/23,113,2,0,0,0,2,0,0,1,3,1,9,2,11,,0,0,0,0,0,0,0,4,10,1,0,7,19,3,2,0,0,0,3,0,3,0,0,1,0,5,0,0,1,1,1,0,21
2022/10/24,131,2,0,0,0,2,0,0,1,3,1,9,2,11,15,0,0,0,0,0,0,0,4,10,1,0,7,19,3,2,0,0,0,3,0,3,0,1,2,0,5,0,0,1,1,1,0,22
2022/10/25,140,3,0,0,1,1,0,0,1,3,1,9,2,14,17,1,0,0,0,0,0,0,3,10,1,1,7,19,6,3,0,0,0,3,0,2,0,1,2,1,5,0,0,1,2,1,0,19
2022/10/26,133,3,0,0,0,1,0,0,1,2,2,10,1,15,17,0,0,0,0,0,1,0,2,11,1,2,5,15,6,4,0,0,0,3,0,2,0,1,2,1,5,0,0,1,1,1,0,17
2022/10/27,135,3,0,0,0,2,0,0,2,2,1,12,3,17,18,0,0,1,0,0,1,0,1,9,1,3,7,12,6,3,0,0,0,3,0,2,0,1,2,0,3,0,0,1,1,1,0,17
2022/10/28,133,4,0,0,1,2,0,0,1,2,1,12,2,14,19,0,0,1,0,0,0,0,1,9,1,3,10,12,6,3,0,0,0,3,0,2,1,1,2,0,3,0,0,1,1,1,0,14
2022/10/29,116,4,0,0,1,2,0,0,4,2,2,8,2,14,,0,0,1,0,0,0,0,2,8,1,3,11,10,8,3,0,0,0,2,1,2,1,1,2,0,3,0,0,2,1,1,0,14
2022/10/30,118,4,0,0,1,2,0,0,4,2,2,8,2,15,,0,0,2,0,0,0,0,0,8,0,3,11,12,8,3,0,0,0,2,1,2,1,1,2,0,3,0,0,2,1,1,0,15
2022/10/31,143,5,0,0,1,2,0,0,4,2,2,8,2,15,17,0,0,2,1,0,0,0,0,7,0,3,12,12,8,3,1,0,0,2,0,2,1,1,2,0,3,0,0,2,1,1,0,21
2022/11/1,149,7,0,0,1,2,0,1,6,3,2,10,3,18,16,1,0,2,1,0,0,0,1,7,0,3,12,12,9,3,1,0,0,2,0,1,1,1,2,0,3,0,0,2,1,1,0,14
2022/11/2,148,7,1,1,2,1,0,0,4,4,3,8,3,16,18,1,0,2,0,0,0,0,1,8,0,2,13,15,5,3,1,0,1,2,0,1,2,0,3,0,2,0,0,2,1,1,1,13
2022/11/3,146,7,0,1,5,1,0,0,4,5,2,10,3,18,,0,0,2,0,0,0,0,1,9,0,3,16,17,5,2,2,0,1,2,1,2,2,0,3,1,2,0,0,2,1,1,0,15
2022/11/4,170,6,1,1,6,1,0,0,3,5,2,10,3,19,19,0,0,3,0,0,0,0,0,8,0,3,18,22,5,2,2,0,1,2,1,1,2,1,2,1,2,0,0,1,1,2,0,14
2022/11/5,158,6,1,1,5,3,0,1,2,5,1,12,4,18,,1,0,4,0,0,0,0,0,8,0,2,17,22,8,2,2,0,1,4,1,1,2,1,2,0,3,0,0,1,1,1,0,15
2022/11/6,168,6,1,1,5,3,0,1,4,5,1,14,4,18,,2,1,4,0,0,0,0,0,7,0,2,18,24,8,2,3,0,0,4,1,1,2,1,2,0,3,0,0,1,1,1,0,17
2022/11/7,194,6,1,1,4,2,0,1,6,5,0,15,5,18,22,2,1,3,0,0,1,0,1,7,0,2,16,24,9,2,4,0,0,4,1,1,2,1,2,0,4,0,0,1,1,1,0,18
2022/11/8,193,6,1,1,5,3,1,2,7,4,0,12,5,20,22,1,1,1,0,0,1,0,2,7,0,3,15,24,10,2,3,0,0,4,1,2,1,1,2,0,4,0,0,1,0,1,0,17
2022/11/9,193,7,1,1,4,3,0,2,4,6,0,12,4,18,23,2,1,1,0,0,1,0,2,7,1,3,18,23,8,2,3,0,0,4,1,2,1,2,3,0,5,0,0,1,0,1,0,16
2022/11/10,209,6,1,1,4,4,0,2,2,5,1,14,6,18,30,3,1,2,0,0,1,0,1,7,1,3,19,24,9,5,2,0,0,4,2,1,1,4,2,0,4,0,0,1,0,1,0,17
2022/11/11,226,4,1,1,5,2,2,2,2,3,1,15,5,20,29,4,1,2,0,0,1,1,2,7,1,5,26,24,11,4,3,0,1,4,3,1,1,4,2,1,3,0,0,2,0,1,0,19
2022/11/12,208,6,1,1,4,2,2,2,1,5,2,16,5,20,,4,1,2,0,0,3,0,2,12,1,2,28,25,12,3,3,0,1,2,4,1,1,3,2,0,4,0,0,3,0,1,2,19
2022/11/13,226,5,1,1,5,3,2,2,3,6,2,15,5,21,,4,1,2,0,0,2,0,2,14,1,3,29,26,11,8,2,0,1,2,4,1,1,2,3,0,5,0,0,3,0,1,2,25
2022/11/14,273,6,1,1,8,3,2,2,5,7,2,19,7,21,28,4,1,2,0,0,2,1,2,15,1,3,32,26,11,8,2,0,1,2,3,1,1,2,3,0,5,0,0,4,0,2,2,25
2022/11/15,286,10,2,2,7,3,2,1,8,7,4,19,6,26,32,4,1,2,0,0,3,1,1,15,1,4,32,26,11,9,1,0,0,2,3,1,1,2,3,0,3,0,0,4,0,2,2,23
2022/11/16,282,11,1,2,5,1,1,2,7,6,4,19,10,23,32,4,1,2,0,0,1,0,0,16,1,5,31,26,12,9,3,0,1,2,3,0,1,1,3,1,6,0,0,4,0,2,1,22
2022/11/17,272,10,1,2,5,2,0,2,10,5,5,16,11,22,28,4,0,2,0,0,1,0,0,14,1,5,29,26,11,9,2,0,1,2,5,0,0,1,2,1,5,1,0,4,0,2,1,24
2022/11/18,277,11,1,2,7,2,0,2,9,4,6,14,11,22,24,5,0,2,1,0,2,0,1,19,1,4,27,28,8,9,1,0,1,2,6,0,0,1,2,2,5,1,1,5,0,2,2,24
2022/11/19,293,8,1,1,9,2,0,1,7,3,5,19,13,19,24,5,0,1,1,0,0,0,1,22,1,4,35,27,11,10,1,0,2,5,6,0,0,1,2,2,6,1,1,7,0,2,2,25
2022/11/20,283,12,1,1,8,2,0,1,5,4,6,19,11,19,24,4,0,1,1,0,1,0,1,19,1,2,31,29,11,11,2,0,2,5,7,0,0,1,2,2,5,1,1,6,1,1,1,21
2022/11/21,287,11,1,1,11,2,0,1,5,4,6,21,10,19,29,4,0,1,0,0,1,0,2,19,1,2,32,27,11,8,2,0,2,5,6,0,0,1,2,1,5,1,1,6,1,1,1,23
2022/11/22,283,11,2,1,13,3,0,1,5,4,6,20,12,17,25,7,1,1,0,0,1,0,2,20,2,2,27,27,9,8,2,0,2,5,5,0,0,1,2,1,4,1,1,5,1,2,1,23
2022/11/23,292,14,2,1,15,3,1,1,9,4,3,19,13,17,26,6,2,1,0,0,1,0,1,18,3,2,33,26,9,8,2,0,2,5,4,0,0,1,1,1,5,1,1,5,1,2,2,21
2022/11/24,305,12,2,1,19,1,1,1,10,4,3,20,12,15,29,6,2,0,0,0,2,1,1,25,2,3,35,21,10,7,3,0,2,5,5,2,0,1,1,1,5,2,1,5,1,1,3,22
2022/11/25,311,14,4,1,15,1,1,1,10,3,3,18,11,20,34,4,2,0,0,0,2,0,1,24,2,3,39,21,13,8,5,0,1,5,4,2,0,2,1,0,4,1,1,4,2,1,2,21
2022/11/26,314,16,4,1,12,1,1,1,10,2,4,14,11,18,32,2,2,0,0,0,2,0,1,25,2,5,40,22,17,8,4,0,2,7,8,1,1,2,1,0,2,1,2,3,2,1,2,22
2022/11/27,325,16,4,1,17,1,1,2,8,4,6,17,9,17,30,2,2,1,0,0,1,0,1,24,3,3,47,22,17,6,3,0,2,7,11,1,1,2,1,1,2,0,2,3,3,1,1,22
2022/11/28,333,16,4,1,14,1,1,2,9,5,6,20,7,17,28,2,2,1,0,0,2,0,1,23,3,4,53,22,17,7,2,0,3,7,10,1,1,3,1,3,3,0,1,3,3,1,1,22
2022/11/29,337,15,5,1,16,1,0,3,8,5,7,19,8,20,24,4,2,1,0,0,2,0,1,23,3,4,59,24,15,5,2,0,3,7,8,0,1,2,0,3,3,1,1,3,4,1,1,22
2022/11/30,355,14,4,1,18,1,0,3,10,4,7,19,9,18,26,4,2,1,0,1,2,0,2,23,3,2,62,32,16,4,1,0,1,7,10,0,2,2,1,2,5,1,1,5,3,1,1,24
2022/12/1,365,7,4,1,17,1,0,3,10,6,7,24,9,19,30,4,1,1,0,1,3,1,1,19,5,2,61,31,20,4,2,0,1,7,9,1,2,1,1,2,5,1,2,8,4,2,1,24
2022/12/2,372,6,4,1,18,1,0,2,9,6,4,26,13,20,33,4,0,2,0,2,3,1,2,23,4,3,64,28,16,4,3,0,1,7,9,1,2,2,1,2,5,0,2,7,3,2,1,25
2022/12/3,359,9,4,0,16,1,1,2,7,5,5,24,8,20,30,5,0,2,0,2,3,1,2,21,4,3,61,29,18,3,2,0,0,7,7,1,2,4,1,3,5,0,2,6,2,2,1,28
2022/12/4,368,9,4,0,16,1,1,2,7,10,4,19,7,20,27,5,1,2,0,2,4,1,2,20,3,2,71,33,18,3,2,0,0,7,10,1,2,3,1,2,4,1,2,6,2,2,2,27
2022/12/5,375,10,3,0,16,1,1,2,9,10,4,19,8,22,33,5,1,2,0,0,4,2,3,15,3,2,69,33,20,2,3,0,1,7,10,1,2,3,2,2,4,1,2,6,2,2,2,26
2022/12/6,387,12,2,1,14,3,1,2,9,9,5,22,8,21,34,7,1,2,0,0,4,2,4,14,3,3,65,33,19,2,3,0,1,7,10,1,3,3,3,2,4,0,3,8,3,3,4,27
2022/12/7,365,11,2,1,11,2,1,2,7,6,6,24,10,19,36,6,1,2,0,0,4,2,3,11,4,4,58,36,17,4,2,0,1,7,6,1,2,3,4,2,3,0,1,6,3,3,1,30
2022/12/8,395,14,5,1,13,3,1,1,12,5,8,21,12,17,40,4,1,2,0,0,5,3,2,21,5,5,63,40,15,5,1,0,0,7,7,0,2,3,5,1,3,0,1,7,2,3,0,29
2022/12/9,424,14,5,1,15,1,1,2,16,7,6,23,16,17,45,5,1,1,0,0,5,4,2,26,6,4,58,41,21,7,2,0,0,7,8,0,2,3,5,1,2,0,1,9,3,3,0,28
2022/12/10,403,15,5,1,15,1,1,3,8,8,3,18,12,15,45,5,0,1,0,1,5,4,2,23,5,4,65,37,20,8,0,0,0,7,9,1,2,2,5,1,2,1,2,10,1,3,1,26
2022/12/11,426,15,4,1,18,1,1,3,9,10,4,21,17,15,46,5,0,2,0,1,6,3,2,25,5,5,69,36,20,8,0,0,0,7,9,1,2,2,5,1,3,1,1,10,1,4,1,26
2022/12/12,455,15,4,1,20,1,1,3,9,10,2,23,17,15,51,5,0,3,0,1,6,4,2,23,5,5,77,37,22,9,2,0,1,7,8,2,2,2,4,1,4,1,1,14,1,4,3,27
2022/12/13,452,17,5,1,16,1,1,3,10,7,2,19,16,19,49,5,1,3,0,1,6,4,2,23,6,6,80,37,20,9,3,0,2,7,7,2,2,2,5,2,4,1,1,13,1,4,2,25
